2026-07-23 08:08:55,0,0,0.0317,0.0483,0.0000,0.0817,0.0083,0.2250,0.4800,0.1250,0.4800
2026-07-23 21:47:44,0,0,0.0000,0.0000,0.1217,0.2350,0.3867,0.2550,0.0000,0.0017,0.3867
2026-07-23 21:48:18,1,0,0.1283,0.0492,0.1700,0.1175,0.1933,0.1275,0.2092,0.0050,0.2092
2026-07-23 21:52:25,0,0,0.0817,0.0167,0.0500,0.0000,0.0000,0.1550,0.2950,0.4017,0.4017
2026-07-23 21:52:58,1,0,0.1183,0.0242,0.0792,0.2033,0.1492,0.0775,0.1475,0.2008,0.2033
2026-07-23 21:53:21,2,0,0.0789,0.0622,0.1794,0.1356,0.0994,0.2122,0.0983,0.1339,0.2122
2026-07-23 21:53:46,3,0,0.1208,0.0467,0.1346,0.1779,0.0746,0.1592,0.1254,0.1608,0.1779
2026-07-23 21:54:19,4,0,0.1880,0.0423,0.1133,0.1423,0.1283,0.1273,0.1297,0.1287,0.1880
2026-07-24 05:31:49,0,0,0.0467,0.0567,0.0517,0.1167,0.0017,0.1383,0.1317,0.4567,0.4567
2026-07-24 05:32:20,1,0,0.1350,0.1292,0.1375,0.2233,0.0117,0.0692,0.0658,0.2283,0.2283
2026-07-24 05:32:44,2,0,0.1550,0.1189,0.1506,0.1489,0.0122,0.1572,0.1050,0.1522,0.1572
2026-07-24 05:33:09,3,0,0.1163,0.1717,0.1129,0.1117,0.0842,0.1179,0.1713,0.1142,0.1717
2026-07-24 05:33:42,4,0,0.0930,0.1373,0.0927,0.0943,0.0983,0.1890,0.1370,0.1583,0.1890
2026-07-24 05:34:12,5,0,0.0919,0.1564,0.0917,0.0786,0.1506,0.1575,0.1414,0.1319,0.1575
2026-07-24 05:34:43,6,0,0.0788,0.1340,0.0931,0.1271,0.1290,0.1350,0.1212,0.1817,0.1817
2026-07-24 05:35:14,7,0,0.1148,0.1173,0.0815,0.1113,0.1725,0.1377,0.1060,0.1590,0.1725
2026-07-24 05:35:47,8,0,0.1576,0.1522,0.0724,0.0989,0.1533,0.1224,0.1019,0.1413,0.1576
2026-07-24 05:36:12,9,0,0.1418,0.1370,0.1152,0.0890,0.1380,0.1602,0.0917,0.1272,0.1602
2026-07-24 05:36:40,10,0,0.1289,0.1648,0.1050,0.1030,0.1255,0.1456,0.0871,0.1400,0.1648
2026-07-24 05:37:06,11,0,0.1599,0.1511,0.0963,0.0944,0.1567,0.1335,0.0799,0.1283,0.1599
2026-07-24 05:37:31,12,0,0.1476,0.1395,0.0890,0.1206,0.1446,0.1232,0.0882,0.1473,0.1476
2026-07-24 05:37:55,13,0,0.1370,0.1295,0.0826,0.1429,0.1343,0.1501,0.0868,0.1368,0.1501
2026-07-24 05:38:17,14,0,0.1612,0.1209,0.0771,0.1333,0.1587,0.1401,0.0810,0.1277,0.1612
2026-07-24 05:38:42,15,0,0.1511,0.1444,0.0723,0.1509,0.1487,0.1314,0.0759,0.1252,0.1511
2026-07-24 05:39:08,16,0,0.1423,0.1359,0.0681,0.1421,0.1400,0.1530,0.0817,0.1370,0.1530
2026-07-24 05:39:37,17,0,0.1344,0.1561,0.0644,0.1342,0.1322,0.1445,0.0812,0.1531,0.1561
2026-07-24 05:40:03,18,0,0.1536,0.1479,0.0610,0.1534,0.1253,0.1369,0.0769,0.1450,0.1536
2026-07-24 05:40:29,19,0,0.1459,0.1405,0.0829,0.1457,0.1440,0.1301,0.0731,0.1378,0.1459
2026-07-24 05:40:52,20,0,0.1390,0.1338,0.1028,0.1388,0.1371,0.1477,0.0696,0.1312,0.1477
2026-07-24 05:41:24,21,0,0.1327,0.1277,0.1208,0.1325,0.1309,0.1410,0.0664,0.1480,0.1480
2026-07-24 05:41:51,22,0,0.1486,0.1222,0.1156,0.1485,0.1252,0.1349,0.0636,0.1415,0.1486
2026-07-24 05:42:16,23,0,0.1424,0.1379,0.1108,0.1423,0.1200,0.1501,0.0609,0.1356,0.1501
2026-07-24 05:42:37,24,0,0.1367,0.1324,0.1263,0.1366,0.1152,0.1441,0.0585,0.1502,0.1502
2026-07-24 05:42:57,25,0,0.1507,0.1273,0.1215,0.1506,0.1108,0.1385,0.0562,0.1444,0.1507
2026-07-24 05:43:20,26,0,0.1451,0.1411,0.1355,0.1450,0.1067,0.1334,0.0541,0.1391,0.1451
2026-07-24 05:43:40,27,0,0.1399,0.1361,0.1485,0.1398,0.1207,0.1286,0.0522,0.1341,0.1485
2026-07-24 05:43:59,28,0,0.1351,0.1486,0.1434,0.1350,0.1166,0.1414,0.0504,0.1295,0.1486
2026-07-24 05:44:19,29,0,0.1473,0.1437,0.1386,0.1472,0.1127,0.1367,0.0487,0.1252,0.1473
